name,rating,user_ratings_total,types,address,latitude,longitude,cluster
CAFEELCIERVO,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 40-37,36.3695436,127.4076974,2
블레스롤 대전엑스포점,4.1,158.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 원촌동 48,36.3770058,127.4049052,2
공단휴게실,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 568-51,36.374053,127.4160506,2
Bless Roll,4.0,2.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 원촌동 48,36.37755,127.4053129,2
한나커피,3.9,15.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 원촌동 79-2,36.3797582,127.4067952,2
토스트커피,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 40-83,36.3667707,127.4119552,2
드림공조,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 611,36.366548,127.4070136,6
빽다방 대전가온비즈타워점,5.0,2.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 611,36.3663232,127.4069067,6
디아만떼,4.2,17.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 37-12,36.3675174,127.4157239,2
커피한잔,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 1-15,36.36981,127.4184582,2
디엔티,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 290-79,36.367261,127.4030433,6
비즈토크,3.0,1.0,"['cafe', 'store', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 37-11,36.367374,127.4168015,2
솔로몬카페매점,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 원촌동 224,36.3778114,127.3999078,2
희망카페3호점,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 원촌동 224,36.3778114,127.3999078,2
로뎀나무카페,4.1,7.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 읍내동 336-11,36.3751774,127.4207154,2
HAWWAH CAFE,4.8,4.0,"['cafe', 'store', 'point_of_interest', 'food', 'establishment']",대전 대덕구 읍내동 362-10,36.3734751,127.4209215,2
하와더카페,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 읍내동 362-10,36.373492,127.4209528,2
행복한자기장족욕카페,3.7,6.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 읍내동 246-8,36.3768467,127.4206371,2
베로,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 읍내동 246-8,36.3768467,127.4206371,2
봄봄봄,,,"['cafe', 'store', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 16-5,36.3665422,127.4171776,2
허니빈스대화점,4.0,6.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 4-1,36.3688547,127.4199374,2
공구커피숍,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 289-1,36.3661363,127.4021504,6
오토메이션카페,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 대화동 289-1,36.3661363,127.4021504,6
카페바이케일립,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 대화동 289-1,36.3661363,127.4021504,6
오비다방,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 대화동 289-1,36.3661363,127.4021504,6
다연카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 대화동 289-1,36.3661363,127.4021504,6
페블스,,,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 대덕구 대화동 289-1,36.3661363,127.4021504,6
상도커피숍,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 대화동 289-1,36.3661363,127.4021504,6
카페 누엘,4.6,13.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 대화동 35-333,36.3643117,127.4131404,2
나눔공동체,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 대화동 512-6,36.3683103,127.3991483,6
스토랑트커피 대전문화방송점,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 4-5,36.3760421,127.3970137,2
풍문찻집,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 읍내동 248-6,36.3780331,127.421647,2
카페 펌킨 (Cafe Pumpkin),4.4,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 4-15,36.3768432,127.3968189,2
파베 에스프레소 바,3.5,2.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 4-9,36.37625550000001,127.3958331,2
너티차일드 대전점,4.3,82.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 4-25,36.3757867,127.3956458,2
비비스커피,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 대화동 31-36,36.3637112,127.4167686,2
브알라 대전도룡 VOILA CAFE Daejeon Doryong,4.6,40.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 4-9,36.3760199,127.3952596,2
카페 마음 (MAUM CAFE),5.0,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 4-9,36.3761247,127.3951374,2
파운딩파머스,4.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 4-9,36.3763075,127.3947838,2
카멜로 커피 도룡 5호직영점,,,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 4-9,36.3763075,127.3947838,2
카페 가비원,,,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 4-9,36.3763075,127.3947838,2
오너커피,4.3,30.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 4-9,36.3763075,127.3947838,2
할리스커피 대덕단지점,3.9,85.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 전민동 306-1,36.3991008,127.4027386,2
빈센트식당,4.3,3.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 전민동 304-4,36.3993554,127.4016753,2
한밭레츠,3.9,15.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 법동 282-9,36.37088459999999,127.427467,4
커피팩토리,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 연축동 산 6-2,36.3969228,127.4268257,2
메가커피,2.0,2.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 대덕구 와동 505,36.3991444,127.4251913,2
커피앤드도너츠,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 와동 505,36.3991455,127.4251884,2
커피로제타,4.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 와동 2-5,36.404132,127.4300916,2
커피팩토리 대전,4.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 연축동 산 6-2,36.39816029999999,127.4247,2
"커피, 늘",3.5,2.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 대덕구 와동 377-9,36.3999932,127.4238087,2
커피식탁,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 와동 369-2,36.4009738,127.4238037,2
홍카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 와동 369-2,36.4009738,127.4238037,2
빽다방 대전와동점,4.6,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 와동 376,36.3999938,127.4232923,2
"တောင်ကိုရီးယား, ဒယ်ဂျီယွန်, Daedeok-gu, 회덕동",,,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 대덕구 와동 111,36.4021859,127.4238586,2
도낏자루,2.0,1.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 대덕구 와동 358-1,36.4025767,127.4240985,2
카페일출,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 장동 456,36.4072648,127.4386133,2
초원다방,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 와동 361-20,36.4020939,127.4226605,2
달보드레하우스커피,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 와동 154-5,36.4114929,127.4250849,2
커피슈퍼,4.3,12.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 대덕구 와동 154-5,36.41151740000001,127.4251385,2
카페 이틀,4.2,19.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 장동 366-4,36.41388829999999,127.4377689,2
루나커피,5.0,2.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 대덕구 장동 347-5,36.4140386,127.4390489,2
소소바리,4.7,6.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 장동 808-4,36.416186,127.4407655,2
카페정인,5.0,1.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 읍내동 58-4,36.3788245,127.4237264,2
카페다람,,,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 645-7,36.39543159999999,127.4095198,2
미들슬루우,,,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 644-5,36.3960326,127.4093786,2
지영이네,5.0,1.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 문지동 665,36.3957142,127.40903,2
문지동카페,4.4,123.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 644-1,36.3959755,127.4085981,2
메이빈,4.3,122.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 문지동 638-5,36.3962313,127.408359,2
rara cafe,4.3,4.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 문지동 668,36.3946413,127.4082915,2
커스텀커피 대전문지점,4.7,16.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 642-6,36.3948244,127.4079792,2
풍문찻집,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 대덕구 읍내동 248-6,36.3780331,127.421647,2
포코어커피(poco a coffee),4.5,28.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 639-10,36.3958036,127.4076047,2
카페아인스,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 전민동 464-1,36.3997344,127.4077359,2
달콤한밀가루,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 전민동 464-1,36.3997344,127.4077359,2
그루터기,,,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 전민동 464-1,36.3997344,127.4077359,2
N Coffee Stand,,,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 638-1,36.3961817,127.4075481,2
카페영,5.0,1.0,"['cafe', 'point_of_interest', 'food', 'establishment']",대전 유성구 문지동 642-2,36.3947779,127.4073356,2
어썸아일랜드,,,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 676,36.3911637,127.4080101,2
어나램 커피로스터스,4.0,2.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 634-8,36.3954396,127.4067529,2
메가엠지씨커피 대전문지점,4.5,18.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 문지동 668,36.3944116,127.4068531,2
포스트테네브라스룩스,4.5,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 667,36.3902377,127.4078503,2
아임일리터 대전문지점,4.3,93.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 650-6,36.3939166,127.4067789,2
빽다방 대전문지점,4.4,58.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 669-2,36.3945529,127.4065222,2
우리끼리보물섬마을,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 654-3,36.3928281,127.4067779,2
mori's coffee,5.0,1.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 636-5,36.3947532,127.4064229,2
텐퍼센트커피 대전문지해링턴점,,,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 654-3,36.39263539999999,127.4067901,2
할리스커피 대전문지점,4.3,63.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 651-7,36.3940545,127.4064426,2
아누타,5.0,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 654-5,36.3923124,127.4067823,2
스터디카페 원더드림,4.7,3.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 653-4,36.3934354,127.4063836,2
커피정원,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 635-12,36.3950336,127.406107,2
파스쿠찌 대전문지점,4.1,26.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 652-4,36.39373869999999,127.4062291,2
행복한자기장족욕카페,3.7,6.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 읍내동 246-8,36.3768467,127.4206371,2
베로,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 읍내동 246-8,36.3768467,127.4206371,2
블랙로스터,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 652-3,36.39383360000001,127.4057847,2
RARENOTE COFFEE STORE,5.0,1.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 문지동 652-3,36.3938374,127.4057759,2
꽃차이야기,4.4,13.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 법동 344-12,36.3743672,127.427155,4
카페89브런치앤디저트,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 전민동 466-3,36.3999585,127.4056852,2
카페투비,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 전민동 466-3,36.3999585,127.4056852,2
비앙카50,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 전민동 466-3,36.3999585,127.4056852,2
4층카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 유성구 전민동 466-3,36.3999585,127.4056852,2
카페라떼르,4.4,16.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 894,36.29694799999999,127.3801243,3
알투라에스프레소 혜천대점,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 594,36.2986918,127.3757627,3
요거프레소 대전과기대복수점,4.7,6.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 982,36.29839,127.37537,3
스타벅스 대전태평점,4.0,407.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",대전 중구 태평동 395-1,36.3232975,127.3934175,3
엔젤스코인노래연습장 서대전점,3.8,67.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 오류동 160-6,36.3215564,127.408682,3
카페띠아모,4.1,17.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",대전 중구 문화동 1-13,36.3209524,127.4099541,3
아일렛 카페,3.8,8.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 도마동 330-30,36.3180807,127.368797,3
힐스타운CAFE,4.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 124-1,36.30379499999999,127.3850372,3
에이드커피,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 121-5,36.3042909,127.3852538,3
산성카페,4.3,19.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",대전 중구 산성동 776,36.304661,127.3854604,3
커피니산성점,4.0,10.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 121-19,36.3038702,127.3860042,3
쓰리고,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 119-1,36.3053424,127.3841599,3
초록,4.3,3.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",대전 중구 산성동 346-22,36.302238,127.3833637,3
라온제나,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 346-22,36.302238,127.3833637,3
마이제이커피,4.5,11.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 273-10,36.3019055,127.386347,3
달콤말랑,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 118-2,36.3060427,127.3855697,3
십이월구,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 118-2,36.3060427,127.3855697,3
스마트스터디카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 118-1,36.3060942,127.3854234,3
투썸플레이스대전산성점,3.8,36.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 284-8,36.3056804,127.3869655,3
빈쓰,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 사정동 439-14,36.30017409999999,127.3863372,3
붐붐카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 78-1,36.3076711,127.3853587,3
갤러리카페씨,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 643-1,36.2991495,127.3816311,3
빽다방 대전복수점,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 480,36.3006637,127.3783524,3
홍미에띠임,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 166-5,36.3093602,127.386626,3
오이코스커피,3.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 714,36.2983678,127.3815771,3
피케이카페,4.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 714,36.2983678,127.3815771,3
노벨스터디카페복수센터점,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 481,36.3004935,127.3783794,3
오션스터디카페복수동점,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 483,36.3003325,127.3784408,3
커피베이 대전초록점,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 복수동 483,36.3003325,127.3784408,3
카페루엘,5.0,2.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 459,36.3009155,127.3775576,3
더벤티대전복수점,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 618,36.2992357,127.3788002,3
마인드스터디카페대전,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 619,36.299108,127.3788457,3
카페자캐오나무,5.0,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 667,36.2983003,127.3796771,3
율스터디카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 621,36.298796,127.3788181,3
히비,3.8,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 474,36.2997683,127.377746,3
이제이카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 320-17,36.3056606,127.3926355,3
토닥토닥공간,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 270-1,36.3067297,127.376909,3
스위츠달아,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 703,36.29756890000001,127.3807952,3
카페안녕,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 622,36.2986768,127.3787745,3
EJ카페,4.5,26.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 782,36.3056899,127.3927575,3
카페하나,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 506,36.2994871,127.3777349,3
다리쉼 카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 509,36.29911439999999,127.377501,3
스타벅스 대전복수점,4.1,254.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 복수동 610,36.2983451,127.3782405,3
카페이닥,5.0,8.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 510,36.299021,127.3774477,3
메르세데스카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 사정동 399-7,36.2962551,127.3839942,3
전통찻집,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 143-1,36.3108459,127.3875876,3
카리스마,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 143-3,36.3107051,127.3880742,3
기쁨카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 144-7,36.3103771,127.3889687,3
카페메모리,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 서구 복수동 512,36.29864269999999,127.3774065,3
로드카페사정점,4.7,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 사정동 459-1,36.2961408,127.3827893,3
노(老)랑커피,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 144-12,36.3104075,127.3894373,3
Road Cafe,4.6,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 사정동 496-4,36.2961457,127.3824929,3
카페 무루,4.0,26.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 중구 사정동 517,36.2960676,127.3827383,3
옛날다방,3.3,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 산성동 142-13,36.3111289,127.3883003,3
투썸플레이스 대전과학기술대점,4.3,12.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 복수동 275-31,36.3046345,127.3746177,3
스타벅스 은행동점,4.1,456.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 중구 은행동 48-14,36.3290156,127.4277243,1
블루노트,3.5,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 중구 중촌동 389-1,36.3380806,127.4166,1
카페띠아모,4.1,17.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 중구 문화동 1-13,36.3209524,127.4099541,3
아리스타커피,3.8,13.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 대흥동 494-1,36.3274709,127.4233497,1
탐앤탐스,3.8,15.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 중구 은행동 330,36.3284837,127.4273366,1
스타벅스 대전수침교DT점,4.1,669.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 용문동 250-3,36.3349683,127.3967289,3
스타벅스 대전태평점,4.0,407.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 중구 태평동 395-1,36.3232975,127.3934175,3
스타벅스 대전중앙로R점,4.3,755.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 중구 은행동 149,36.32790190000001,127.4266131,1
쥬스팩토리,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 은행동 53-4,36.3282372,127.4287058,1
베스트셀러,3.0,1.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 중구 은행동 65-3,36.32860089999999,127.4294425,1
오꼬숑,4.5,26.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 동구 중동 56-5,36.3307201,127.4296389,1
엔제리너스 대전역사T/O점,3.8,6.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",대전 동구 정동 1-1,36.33323219999999,127.4327272,1
동양기전,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 동구 인동 26-3,36.32299769999999,127.4369434,1
쌍리,4.4,160.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 대흥동 249-2,36.3260834,127.4251708,1
부르스케타픽스카페(대전앤비점),,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 은행동 143-2,36.3282189,127.4271477,1
카페피렌체,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 대덕구 오정동 223-177,36.35060850000001,127.4256178,1
하이드 아웃,4.3,223.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 대흥동 454-1,36.3242906,127.4251327,1
끼니앤차,4.0,2.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 33-12,36.3259789,127.4085529,3
꽁트,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 35-17,36.3268821,127.4078567,3
콩트,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 35-17,36.3267586,127.407842,3
스터디카페 화이트펜슬 서대전점,4.8,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 29-3,36.3252063,127.4095901,3
정직한롤케이크,5.0,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 28-8,36.3253065,127.4105383,3
화인카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 오류동 175-3,36.3258393,127.4078523,3
멘투비,5.0,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 26-1,36.3256157,127.4116564,3
건강카페,,,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 중구 오류동 176-1,36.326613,127.4069952,3
C'Comma Coffee (코마커피),5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 26-5,36.325488,127.4115486,3
카페올데이,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 97-31,36.3283607,127.40743,3
파인트리카페,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 97-24,36.3284445,127.4073038,3
라비에벨,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 오류동 177-10,36.326139,127.4068499,3
커피드림,,,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 중구 오류동 177-22,36.3264057,127.4066601,3
동네다방,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 오류동 177-9,36.3264481,127.4064878,3
노르스름,4.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 26-33,36.3252071,127.4121295,3
Round Coffee,3.7,23.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 오류동 177-26,36.3265532,127.4062208,3
라운드,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 오류동 177-26,36.3265532,127.4062208,3
투썸플레이스 대전오룡역점,4.4,16.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 중구 오류동 187-11,36.3273587,127.4061453,3
카페목하,5.0,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 39,36.3252899,127.4124668,3
델프라,3.2,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 26-18,36.3248239,127.4121079,3
고종이반한가베집,4.3,41.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 114-1,36.3288708,127.4066911,3
우아,4.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 25-17,36.3246243,127.4120169,3
맘스케익앤커피,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 113-10,36.3280851,127.4060042,3
이디야커피,4.2,5.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 중구 오류동 187-6,36.3277345,127.4056651,3
카페부오노,4.3,20.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 중구 오류동 187-8,36.327454,127.4055947,3
이디야대전오류동점,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 오류동 187-6,36.3276622,127.4056043,3
스위트스터프,,,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 99-4,36.3301294,127.4080482,3
디딤커피,5.0,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",대전 중구 용두동 99-4,36.3301294,127.4080482,3
